elbow_angle,back_angle,hip_height_ratio,torso_length,body_tilt,elbow_spread,lateral_alignment,knee_angle,label,video_source,frame_number
178.8360814917761,161.85813026890472,1.2312145968396948,0.22046974683953308,113.87380253114301,0.006673693656921387,0.20160436630249023,161.07063622499226,BACK_SAGGING,pushup_back_01.mp4,3
167.81771899867437,165.88966524198477,1.244453049720312,0.21327955142814925,116.27669266450027,0.010842233896255493,0.19123846292495728,164.06509049082774,BACK_SAGGING,pushup_back_01.mp4,6
166.03750289872235,169.6788605579975,1.2651597212192585,0.21405104308909087,118.5872044362817,0.012973874807357788,0.18795344233512878,165.38071078490964,BACK_SAGGING,pushup_back_01.mp4,9
165.7979653069414,173.33816156176508,1.284695352632204,0.21474594977110412,120.88316079888884,0.013058364391326904,0.18429529666900635,168.49307610290086,BACK_SAGGING,pushup_back_01.mp4,12
167.1683139430728,175.68265212237614,1.2779621930062977,0.2133498067888245,121.23505617994941,0.010592848062515259,0.1824209988117218,155.23798793335652,BACK_SAGGING,pushup_back_01.mp4,15
160.88848606256698,179.59654259991882,1.275391417060173,0.2149891762381488,121.84396436405835,0.019384056329727173,0.18262746930122375,152.2850733801131,BACK_SAGGING,pushup_back_01.mp4,18
155.48850314468507,175.63627287291885,1.2799646076331184,0.21889615924818104,122.48537254060153,0.026871591806411743,0.1846417486667633,153.51600066838677,BACK_SAGGING,pushup_back_01.mp4,21
150.93606301116546,172.43123171491226,1.26505697007456,0.21970803024678182,121.87870219721542,0.030754387378692627,0.18656575679779053,159.4113934607828,BACK_SAGGING,pushup_back_01.mp4,24
146.8023416347252,171.4288171937709,1.2478153720235867,0.2183967089198196,120.85091313200297,0.03540980815887451,0.1874915063381195,169.14344182760192,BACK_SAGGING,pushup_back_01.mp4,27
144.04640766900135,169.94739667906614,1.2237513138249694,0.214501049731063,119.3104130769173,0.03809624910354614,0.18703794479370117,171.0073542280153,BACK_SAGGING,pushup_back_01.mp4,30
141.39011741465936,166.5858323355706,1.2156468467209538,0.2143085749951588,119.0669320170396,0.04129156470298767,0.18731430172920227,168.50910519278835,BACK_SAGGING,pushup_back_01.mp4,33
139.66127982141845,163.1389463574361,1.2131230762128251,0.21551963588665485,119.23057568081887,0.045094847679138184,0.18807297945022583,167.66494017611234,BACK_SAGGING,pushup_back_01.mp4,36
129.80770677708665,160.06660004319008,1.2075733570779992,0.21436555416469663,119.27280074899764,0.054163843393325806,0.18698865175247192,162.24707350064202,BACK_SAGGING,pushup_back_01.mp4,39
130.474839810567,157.32875193731252,1.2010260016223102,0.21338375599441808,118.95171056158667,0.05308049917221069,0.1867140829563141,161.76903761507543,BACK_SAGGING,pushup_back_01.mp4,42
122.74405320891692,155.86217375356648,1.1930300036126962,0.21317391008838105,118.26586792172469,0.0608576238155365,0.18775242567062378,167.4994673085221,BACK_SAGGING,pushup_back_01.mp4,45
120.06195821360068,155.43014324276263,1.1797297908214608,0.21174837877747443,116.94988580215073,0.062256842851638794,0.18875089287757874,166.92096555016715,BACK_SAGGING,pushup_back_01.mp4,48
